hotel,review,title,rating,date,month,year
Sarova Mara Game Camp,travel group 13 arrive camp lunch check literally 3 minutes provide documentation book gideon run us donts especially current covid situation deluxe room well design extremely comfortable spacious room comfortable bed separate dress area rear shower amaze tent wooden doors fit unlike zipper staff serve guests selection meals guests require face mask camp serve chef staff amaze service exemplary pack lunch one day amaze variety quantity pack douglas ever,excellent facility,5.0,2020-10-01,10,2020
Sarova Whitesands Beach Resort & Spa,sarova whitesands memorable experience friendly intelligible conversation din staff notably pastry david musili pastry faith everlyne pastry marthaever feet levina everlyne egg station forget indefatigable manager robert outgo ready serve even though hes manager unforgettable personalize tulia spa experience amaze hand ruth ndichu amaze masseuse ever reachable professional gm jayne listen take critic room service honestly exemplary award would go daniel daily welcome ensure timely clock routine room comfort give commendation professional lucy front office sharaz well guard,exemplary distinguish service,5.0,2020-12-01,12,2020
Sarova Whitesands Beach Resort & Spa,beautiful place bethe hospitality another levelwe really impress great customer service resortthey go beyond ensure well take care industry notice emphasis covid protocols observe food beverage notch higher eat venues keep change everything superb food variety service happy face check today ive book nye cant miss shomajodzi show interest concept food village tag us meal periods dinner take genius feel congest despite see many people around choose dinner 7 since,memorable christmasamazing facility even amaze staff,5.0,2020-12-01,12,2020
Sarova Whitesands Beach Resort & Spa,ive frequently stay whitesands business years sad see place become shadow former self room amenities constantly get facelift improve customer experience steady decline multiple hitch check gentleman escort room get lose drag luggage countless flight stairs try figure way find room spend 13 minutes try explain light work seem lose well leave without actually provide relevant information like wifi call reception sortedthe pool area always litter use towel never lay,lose glory,3.0,2020-12-01,12,2020
Sarova Whitesands Beach Resort & Spa,stay days cannot express thoroughly happy visit resort hotel staff always helpful accommodate throughout stay believe make whitesands stand rest people work tirelessly resort must mention individuals reservations front desk make book check pleasant consolata rajab thorough professionals go extra mile make check hotel comfortable mr steve kimani front office manager also helpful friendly whole stay resort must also thank mr francis msengeti make sure stay resort pleasant memorable paaras claire winifred,best rest,5.0,2020-11-01,11,2020
Sarova Whitesands Beach Resort & Spa,everything top class staff helpful adam look room every request hotel set around water decorative koi pristine tropical garden two pool main pool look overlook indian ocean thank jayne entire team lovely break diana capetown hilary kenya,fabulous getaway,5.0,2020-12-01,12,2020
Sarova Stanley,love staff hotel reservation concierge staff restaurantbar valet team friendly helpful lot smile greet plus really help us swahili hotel oldest city antique grandeur new polish also couple issue room like back sink loud ac break tv remote restaurants lounge within walk distance lot nightlife immediate area since consider business district less 7 uber taxi ride westlands though far away love upstairs bar though stay friday hotel host traditional kenyan,good value short stay,4.0,2020-01-01,1,2020
Sarova Stanley,stay one day work hotel clean reception staff helpfull professionaltakes arrange key ok staff cheerful try help breakfast nice clean also invite guests 8 pm without charge good choice nairobi spa love massage really good insects inside hope solve thank lot,like hotel,4.0,2020-01-01,1,2020
Sarova Stanley,well take care everything friendly helpful also mpesa payments staff help clean love outdated beautiful historical kolonial vibe pool ideal take break hectic city,perfect location,5.0,2020-01-01,1,2020
Sarova Stanley,genuine friendly professional service every turn beautiful hotel stay 4 nights enjoy sit nairobi safe luxurious reasonable price commend staff like alice breakfast area order special early breakfast leave early hike like concierge steve go way advice many special task find us escort want walk dinner one night concierge fregustus sp help us solve problem one morning staff work hard smile helpful room comfortable elegant work hair dryer stock fridge could add items quiet comfortable bed work air conditioner,excellent home nairobi,5.0,2020-01-01,1,2020
Sarova Stanley,sarova stanley hotel locate kenyatta ave provide wife first class hotel experience celebrate 13 year marriage anniversary kenya hotel locate heart city nairobi make perfect start point site see might want addition customer service receive best weve ever experience throughout worldwide travel upon arrival sarova greet head concierge steve kinguli make satisfaction top priority likewise hotel manager caroline gem make sure tiger lilies place suite wifes favorite flower similarly impress variety tasty dish,unforgettable 13 year marriage anniversary,5.0,2019-12-01,12,2019
Sarova Panafric,great experience hotel 18 day stay hotel always wide range food choices mornings breakfast restaurant meals great room keep neat pool area also always clean tidy staff friendly always help special thank benson murumbutsa,excellent experience,5.0,2020-02-01,2,2020
Sarova Panafric,host vivian waiter john professional staff members enjoy service beef fillet excellent closeness central business district add advantage somewhere wanna anytime town,captain paul karanja,5.0,2020-02-01,2,2020
Sarova Panafric,come see friendas wait sit restaurant refresh freshly smoothymixed fruit french friesjohn take good care meeric cautioushe keep check since one direct restauranteveryone else nice espirene terry guest attendendantsaquiliner monica also help window shop well stock shopi back souvenirs kudos panafric,snack restaurant,5.0,2020-02-01,2,2020
Sarova Panafric,service professional friendly swim pool area clean tidy well room food impeccable exquisite love stay cant wait come,excellent stay,5.0,2020-02-01,2,2020
Sarova Panafric,birthday even dinner flame tree restaurant friends treat utmost carelove attention irene helpfuland kind last minute book monica make sure fully attend go accord plan even reception amaze food niceand ambience cool even pack cake customise gift pack well whole team make even worthwhile simply amaze surely come back without doubt recommend hotel friends give overall note,fortunates birthday,5.0,2020-02-01,2,2020
